,fundname,isincode
4585,三井住友・資産最適化ファンド（１安定重視型）,JP90C000FBN4
4586,三井住友・資産最適化ファンド（２やや安定型）,JP90C000FBP9
4587,三井住友・資産最適化ファンド（３バランス型）,JP90C000FBQ7
4588,三井住友・資産最適化ファンド（４やや成長型）,JP90C000FBR5
4589,三井住友・資産最適化ファンド（５成長重視型）,JP90C000FBS3
4590,全世界株式インデックス・ファンド,JP90C000FBV7
4591,ｉＦｒｅｅ　Ｓ＆Ｐ５００インデックス,JP90C000FCD3
4592,ｉＦｒｅｅ　外国株式インデックス（為替ヘッジあり）,JP90C000FCE1
4593,目標利回り追求型債券ファンド,JP90C000FCG6
4594,テンプルトン新興国小型株ファンド（愛称：ライジング・フォース）,JP90C000FCJ0
4595,ワールド・リート・オープン（資産成長型）為替ヘッジあり（愛称：ワールド・リートヘッジＮ）,JP90C000FCR3
4596,ｉＴｒｕｓｔ　エコイノベーション,JP90C000FCY9
4597,ＳＢＩインド・スリランカ・バランス・ファンド（年４回決算型）,JP90C000FD35
4598,ブラックロック・つみたて・グローバルバランスファンド,JP90C000FD92
4599,新シルクロード経済圏ファンド,JP90C000FDE9
4600,ニッポン好配当株ファンド（早期償還条項付限定追加型）,JP90C000FDH2
4601,三井住友・ＤＣつみたてＮＩＳＡ・世界分散ファンド,JP90C000FDM2
4602,日本株式・Ｊリートバランスファンド,JP90C000FED9
4603,グローバル・フィンテック株式ファンド（為替ヘッジあり）,JP90C000FEQ1
4604,グローバル・フィンテック株式ファンド（年２回決算型）,JP90C000FER9
4605,グローバル・フィンテック株式ファンド（為替ヘッジあり・年２回決算型）,JP90C000FES7
4606,ＪＰＭザ・ジャパン（年４回決算型）,JP90C000FF66
4607,ＪＰ４資産均等バランス,JP90C000FF74
4608,米国株式ＬＳファンド（ＳＭＡ専用）,JP90C000FF82
4609,あいちファンド（為替モメンタム戦略型）,JP90C000FF90
4610,野村６資産均等バランス,JP90C000FFC8
4611,キャピタル・ニューワールド・ファンドＦ（米ドル売り円買い）,JP90C000FFD6
4612,キャピタル・グローバル中期債ファンドＦ（米ドル売り円買い）,JP90C000FFE4
4613,東京海上・グローバルＭ＆Ａ戦略ファンド（為替ヘッジあり）,JP90C000FFL9
4614,東京海上・グローバルＭ＆Ａ戦略ファンド（為替ヘッジなし）,JP90C000FFM7
4615,米国株式インデックス・ファンド,JP90C000FFX4
4616,ゴールド・ファンド為替ヘッジあり（ＳＭＡ専用）,JP90C000FG16
4617,トラノテックアクティブジャパン,JP90C000FGQ6
4618,ピムコ・インカム・ストラテジー・ファンド＜限定為替ヘッジあり＞（毎月決算型）,JP90C000FGR4
4619,ピムコ・インカム・ストラテジー・ファンド＜限定為替ヘッジあり＞（年２回決算型）,JP90C000FGS2
4620,ピムコ・インカム・ストラテジー・ファンド＜為替ヘッジなし＞（毎月決算型）,JP90C000FGT0
4621,ピムコ・インカム・ストラテジー・ファンド＜為替ヘッジなし＞（年２回決算型）,JP90C000FGU8
4622,東京海上・円資産インデックスバランスファンド（愛称：つみたて円奏会）,JP90C000FH72
4623,楽天・全世界株式インデックス・ファンド,JP90C000FHC4
4624,楽天・全米株式インデックス・ファンド,JP90C000FHD2
4625,ｅＭＡＸＩＳ　マイマネージャー　１９７０ｓ,JP90C000FHE0
4626,ｅＭＡＸＩＳ　マイマネージャー　１９８０ｓ,JP90C000FHF7
4627,ｅＭＡＸＩＳ　マイマネージャー　１９９０ｓ,JP90C000FHG5
4628,フィデリティ・オーストラリア配当株投信（資産成長型）,JP90C000FHM3
4629,ニッポン創業経営者ファンド,JP90C000FHN1
4630,ロックフェラー米国中小型イノベーターズ・ファンド,JP90C000FHP6
4631,米国中期債運用戦略ファンド（ダイワ投資一任専用）,JP90C000FHV4
4632,コムジェスト・エマージングマーケッツ・ファンド（適格機関投資家限定）,JP90C000FHW2
4633,野村つみたて外国株投信,JP90C000FHZ5
4634,野村つみたて日本株投信,JP90C000FJ05
4635,ダイワ／ジャナス米国中型グロース株ファンド（為替ヘッジあり）,JP90C000FJC0
4636,ダイワ／ジャナス米国中型グロース株ファンド（為替ヘッジなし）,JP90C000FJD8
4637,しんきんノーロード日経２２５,JP90C000FJS6
4638,ニッセイ／コムジェスト新興国成長株ファンド（資産成長型）,JP90C000FJW8
4639,ニッセイ／コムジェスト新興国成長株ファンド（年２回決算型）,JP90C000FJX6
4640,つみたてバランスファンド,JP90C000FJY4
4641,＜購入・換金手数料なし＞ニッセイ新興国株式インデックスファンド,JP90C000FK36
4642,＜購入・換金手数料なし＞ニッセイ・インデックスバランスファンド（６資産均等型）,JP90C000FK44
4643,日興ＦＷ・日本債券ファンド,JP90C000FKS4
4644,高成長インド・中型株式ファンド（年１回決算型）,JP90C000FKU0
4645,ＳＭＴ　欧州株配当貴族インデックス・オープン,JP90C000FL19
4646,ｉ−ＳＭＴ　グローバル株式インデックス（ノーロード）,JP90C000FLK9
4647,ｉ−ＳＭＴ　日経２２５インデックス（ノーロード）,JP90C000FLL7
4648,いちよし　ジャパン・ベンチャー・ファンド,JP90C000FLV6
4649,グローバル経済コア,JP90C000FLX2
4650,パインブリッジ米国ライジングスター好利回り債券ファンド２０１７−１２（限定追加型・為替ヘッジあり・早期償還条項付）,JP90C000FM18
4651,ワールドコーポレート・ハイブリッド証券ファンド１７１２（限定追加型）,JP90C000FM75
4652,ＳＭＴ　ゴールドインデックス・オープン（為替ヘッジあり）,JP90C000FMP6
4653,ＳＭＴ　ゴールドインデックス・オープン（為替ヘッジなし）,JP90C000FMQ4
4654,日本株ロング・ショート・ストラテジー・ファンド,JP90C000FMZ5
4655,たわらノーロード　バランス（堅実型）,JP90C000FN25
4656,たわらノーロード　バランス（標準型）,JP90C000FN33
4657,たわらノーロード　バランス（積極型）,JP90C000FN41
4658,農林中金＜パートナーズ＞つみたてＮＩＳＡ米国株式　Ｓ＆Ｐ５００,JP90C000FN66
4659,マニュライフ・米国投資適格債券戦略ファンド　Ａコース（為替ヘッジあり・毎月）,JP90C000FNE8
4660,マニュライフ・米国投資適格債券戦略ファンド　Ｂコース（為替ヘッジなし・毎月）,JP90C000FNF5
4661,マニュライフ・米国投資適格債券戦略ファンド　Ｃコース（為替ヘッジあり・年２回）,JP90C000FNG3
4662,マニュライフ・米国投資適格債券戦略ファンド　Ｄコース（為替ヘッジなし・年２回）,JP90C000FNH1
4663,ニッセイ・インデックスパッケージ（内外・株式）,JP90C000FNK5
4664,ニッセイ・インデックスパッケージ（内外・株式／リート）,JP90C000FNL3
4665,ニッセイ・インデックスパッケージ（内外・株式／リート／債券）,JP90C000FNM1
4666,ニッセイ・インデックスパッケージ（国内・株式／リート／債券）,JP90C000FNN9
4667,楽天・新興国株式インデックス・ファンド,JP90C000FNT6
4668,深セン・イノベーション株式ファンド（１年決算型）,JP90C000FNW0
4669,ＤＷＳ　ユーロ・ハイ・イールド債券ファンド（年１回決算型）Ｃコース（円ヘッジあり）,JP90C000FP07
4670,ＤＷＳ　ユーロ・ハイ・イールド債券ファンド（年１回決算型）Ｄコース（円ヘッジなし）,JP90C000FP15
4671,ＧＳビッグデータ・ストラテジー（外国株式）,JP90C000FP98
4672,次世代通信関連　世界株式戦略ファンド,JP90C000FPA1
4673,パインブリッジ日本企業外貨建て社債ファンド（為替ヘッジあり）,JP90C000FPF0
4674,パインブリッジ日本企業外貨建て社債ファンド（為替ヘッジなし）,JP90C000FPH6
4675,スカイオーシャン・世界債券戦略ファンド（為替ヘッジあり）,JP90C000FPL8
4676,スカイオーシャン・世界債券戦略ファンド（為替ヘッジなし）,JP90C000FPM6
4677,投資のソムリエ（ターゲット・イヤー２０３５）,JP90C000FPR5
4678,新興国ハイクオリティ成長株式ファンド,JP90C000FPS3
4679,Ｏｎｅ　日本株ダブル・ブルファンド,JP90C000FPW5
4680,Ｏｎｅ　日本株ダブル・ベアファンド,JP90C000FPX3
4681,フィデリティ・ＵＳハイ・イールド（資産成長型）（為替ヘッジあり）,JP90C000FPY1
4682,フィデリティ・ＵＳハイ・イールド・ファンド（為替ヘッジあり）,JP90C000FPZ8
4683,ＳＢＩ資産設計オープン（つみたてＮＩＳＡ対応型）,JP90C000FQ55
4684,中欧株式ファンド,JP90C000FQ71
4685,ＬＭ・アジア・オセアニア・インカム資産ファンド（毎月分配型）,JP90C000FQ97
4686,ＬＭ・アジア・オセアニア・インカム資産ファンド（３ヵ月決算型）,JP90C000FQA9
4687,ＬＭ・アジア・オセアニア・インカム資産ファンド（年２回決算型）,JP90C000FQB7
4688,農林中金＜パートナーズ＞つみたてＮＩＳＡ日本株式　日経２２５,JP90C000FQF8
4689,たわらノーロード　スマートグローバルバランス（保守型）,JP90C000FQK8
4690,たわらノーロード　スマートグローバルバランス（安定型）,JP90C000FQL6
4691,たわらノーロード　スマートグローバルバランス（安定成長型）,JP90C000FQM4
4692,たわらノーロード　スマートグローバルバランス（成長型）,JP90C000FQN2
4693,たわらノーロード　スマートグローバルバランス（積極型）,JP90C000FQP7
4694,ＳＢＩ・新興国株式インデックス・ファンド,JP90C000FQQ5
4695,ＳＢＩ・全世界株式インデックス・ファンド,JP90C000FQR3
4696,ＧＳビッグデータ・ストラテジー（エマージング株）,JP90C000FQT9
4697,ＧＳビッグデータ・ストラテジー（欧州株）Ａコース（為替ヘッジあり）,JP90C000FQW3
4698,ＧＳビッグデータ・ストラテジー（欧州株）Ｂコース（為替ヘッジなし）,JP90C000FQX1
4699,ＪＰＭグローバル高利回りＣＢファンド（限定追加型・早期償還条項付）２０１８−０２,JP90C000FRG4
4700,ターゲット・リターン戦略ファンド,JP90C000FRK6
4701,三菱ＵＦＪ　ターゲット・イヤー・ファンド２０３５（確定拠出年金）（愛称：あすへのそなえ）,JP90C000FRN0
4702,三菱ＵＦＪ　ターゲット・イヤー・ファンド２０４５（確定拠出年金）（愛称：あすへのそなえ）,JP90C000FRP5
4703,三菱ＵＦＪ　ターゲット・イヤー・ファンド２０５５（確定拠出年金）（愛称：あすへのそなえ）,JP90C000FRQ3
4704,ダイワ／ミレーアセット・インド株式ファンド　−インドの匠−,JP90C000FRT7
4705,三菱ＵＦＪ　ＤＣ年金バランス（株式１５）,JP90C000FRV3
4706,三菱ＵＦＪ　ＤＣ年金バランス（株式４０）,JP90C000FRW1
4707,三菱ＵＦＪ　ＤＣ年金バランス（株式６５）,JP90C000FRX9
4708,ドイチェ・ＥＴＦバランス・ファンド,JP90C000FS95
4709,ＳＢＩ　日本株４．３ブル,JP90C000FSK4
4710,ｉ−ＳＭＴ　新興国株式インデックス（ノーロード）,JP90C000FSN8
4711,ｉ−ＳＭＴ　ＴＯＰＩＸインデックス（ノーロード）,JP90C000FSP3
4712,野村外国株（含む新興国）インデックス　Ｂコース（野村投資一任口座向け）,JP90C000FSU3
4713,野村外国株（含む新興国）インデックス　Ａコース（野村投資一任口座向け）,JP90C000FSV1
4714,野村外国債券（含む新興国）インデックス　Ｂコース（野村投資一任口座向け）,JP90C000FSW9
4715,野村外国債券（含む新興国）インデックス　Ａコース（野村投資一任口座向け）,JP90C000FSX7
4716,野村世界ＲＥＩＴインデックス　Ａコース（野村投資一任口座向け）,JP90C000FSY5
4717,野村外国債券インデックス　Ａコース（野村投資一任口座向け）,JP90C000FSZ2
4718,野村外国株インデックス　Ａコース（野村投資一任口座向け）,JP90C000FT03
4719,くまもと未来応援ファンド,JP90C000FT60
4720,キャピタル・インベストメント・カンパニー・オブ・アメリカ　ＩＣＡ,JP90C000FT86
